Protein1 Protein2 tmscore tmscore-CP
1eixA 1f6yA 0.65491 0.65491
1eixA 1vh7A 0.70053 0.70053
1eyeA 2gokA 0.55234 0.63495
1eyeA 1xm3A 0.56472 0.57573
1eyeA 1onrA 0.55001 0.60912
1eyeA 1fkxA 0.50622 0.61728
1eyeA 1a4lA 0.55529 0.61454
1eyeA 1i2qA 0.55088 0.60870
1eyeA 1i2oA 0.54893 0.60879
1eyeA 1i2pA 0.54850 0.60806
1eyeA 1pz1A 0.58644 0.62764
1eyeA 1i2rA 0.54810 0.60901
1eyeA 1tvlA 0.61765 0.61765
1eyeA 1pyfA 0.62653 0.62653
1eyeA 1w1iE 0.55580 0.64486
1eyeA 1l6wA 0.54539 0.54539
1eyeA 1ucwA 0.54878 0.60621
1eyeA 1fkwA 0.55447 0.61790
1eyeA 1uioA 0.55669 0.61712
1eyeA 2adaA 0.50584 0.61894
1eyeA 2amxA 0.57139 0.65571
1eyeA 1zzmA 0.53114 0.61337
1eyeA 1ndvA 0.55462 0.61380
1eyeA 1o66A 0.51331 0.48062
1ezwA 1sfjA 0.44346 0.48828
1ezwA 1f6yA 0.44262 0.49105
1f07A 1nvmA 0.53408 0.51723
1f07A 1sfjA 0.47524 0.47524
1f07A 1sflA 0.48574 0.48574
1f07A 1rzmA 0.45884 0.56049
1f07A 1d9eA 0.45381 0.56560
1f5zA 1to3A 0.54475 0.54475
1f5zA 1ta3B 0.55915 0.59819
1f5zA 1b30A 0.55226 0.55537
1f5zA 1i1wA 0.55865 0.52111
1fwnA 1hjsA 0.64697 0.67431
1fwnA 2b4gA 0.66556 0.70304
1fwnA 1gzjA 0.64979 0.66046
1fwnA 2cwnA 0.54021 0.54021
1fwnA 1h1nA 0.64753 0.67294
1fwnA 1f05A 0.54268 0.54268
1fwnA 1o1hA 0.58020 0.66539
1g4eA 1ydnA 0.67472 0.70111
1g4pA 1ct5A 0.54984 0.64062
1g69A 1ct5A 0.53718 0.62327
1gpwA 1bd0A 0.57993 0.61055
1gpwA 1yx1A 0.61399 0.61399
1gqnA 1ezwA 0.56970 0.66146
1gqnA 2c91A 0.59978 0.59978
1gqnA 1gveA 0.59859 0.59859
1gqnA 1pyfA 0.62491 0.62491
1gvfA 1l6wA 0.54924 0.54924
1gvfA 1wx0A 0.54815 0.56981
1gvfA 1i2oA 0.52761 0.60768
1gvfA 1i2pA 0.53098 0.59608
1gvfA 1i2rA 0.52666 0.59671
1gvfA 1onrA 0.52674 0.59315
1gvfA 1i2nA 0.53214 0.60781
1gvfA 2h9aB 0.60362 0.57812
1gvfA 1i2qA 0.53264 0.60406
1gzgA 1kfcA 0.49517 0.49517
1h5yA 1xm3A 0.61471 0.61471
1h5yA 1zsxA 0.63149 0.63149
1h7oA 1dbtA 0.52489 0.51489
1hg3A 1jqxA 0.70364 0.70364
1hg3A 1jrcA 0.59128 0.66828
1hg3A 1o66A 0.54071 0.61498
1hg3A 1vs1A 0.69572 0.69572
1hg3A 1qw7A 0.64963 0.66922
1i60A 1v93A 0.57456 0.57456
1i60A 1gqnA 0.57734 0.57701
1i60A 1kfcA 0.57490 0.57993
1i60A 1vh7A 0.56472 0.63177
1j2wA 1x1oA 0.55558 0.47119
1j4eA 1h1nA 0.58922 0.62625
1jclA 1i2nA 0.62425 0.60766
1jphA 1twsA 0.50624 0.55070
1jpiA 2fliA 0.43553 0.48263
1jpkA 2fliA 0.44025 0.48291
1k77A 1vh7A 0.59732 0.61771
1k77A 1thfD 0.59356 0.61777
1k77A 1ka9F 0.60262 0.61791
1k77A 1h5yA 0.60104 0.61486
1k77A 1exbA 0.62207 0.62207
1k77A 1eyeA 0.58369 0.63271
1k77A 1gpwA 0.60070 0.62760
1k77A 1km2A 0.61227 0.61227
1k77A 2a79A 0.62210 0.62210
1k77A 1dqwA 0.58701 0.58701
1ka9F 2c91A 0.61002 0.61786
1ka9F 1gveA 0.61001 0.62164
1ka9F 1gveB 0.61111 0.62276
1ka9F 1yx1A 0.56880 0.56880
1kfbA 1jclA 0.59028 0.59028
1kfbA 2cwnA 0.58537 0.58537
1kfbA 1jcjA 0.59091 0.59091
1kfbA 1i2rA 0.58288 0.59775
1kfcA 2cwnA 0.58301 0.58301
1klyA 1kkoA 0.66536 0.60013
1klyA 2h9aA 0.69748 0.67881
1klyA 1qo2A 0.72126 0.72126
1klyA 1vliA 0.70083 0.71686
1klzA 1kkoA 0.66801 0.67329
1klzA 1o60A 0.70436 0.72917
1km1A 1f6yA 0.70179 0.72998
1km1A 1ydnA 0.70263 0.70263
1km1A 1lrnA 0.71277 0.74013
1km1A 1tv5A 0.76269 0.75611
1km2A 1kkoA 0.66778 0.64896
1km2A 1tv5A 0.76180 0.76180
1km2A 1o4uA 0.51022 0.55531
1km3A 1f6yA 0.70388 0.71029
1km3A 1o60A 0.69991 0.72339
1km4A 1twdA 0.68533 0.68533
1km4A 1tv5A 0.76311 0.75660
1km4A 1o4uA 0.50354 0.55355
1km6A 1kczA 0.62441 0.68262
1l6wA 1i4nA 0.63310 0.64123
1l6wA 1hzyA 0.58812 0.62374
1lbmA 1vpxA 0.68042 0.72246
1lbmA 1gvfA 0.78156 0.78156
1lbmA 1kv8A 0.76965 0.76965
1lbmA 1fkwA 0.65777 0.68251
1lbmA 1uipA 0.66483 0.68449
1lbmA 1uioA 0.66009 0.68314
1lbmA 1ucwA 0.60537 0.60537
1lbmA 1o4uA 0.50845 0.55699
1lf1A 2a0nA 0.56528 0.56555
1lf1A 2bdqA 0.50277 0.52716
1lolA 2nqlA 0.71097 0.73038
1loqA 1vliA 0.70244 0.71414
1loqA 2cc0A 0.52164 0.50646
1lrnA 2b4gA 0.65890 0.65890
1lrnA 1rhcA 0.63677 0.63677
1lrnA 2bgqA 0.58211 0.58567
1lrnA 2cwnA 0.53520 0.58899
1lrnA 1f05A 0.58089 0.58089
1lrnA 1dorA 0.56083 0.65706
1lrnA 1ct5A 0.54597 0.52382
1lyxA 1xuuA 0.65476 0.65667
1m41A 1jcnA 0.49641 0.53055
1mssA 1yx1A 0.58690 0.63426
1mssA 1ynpA 0.57564 0.62834
1mxsA 1i2pA 0.55647 0.55647
1n7kA 2h9aB 0.65012 0.65012
1nq6A 1qwgA 0.56551 0.56551
1ny1A 1n7kA 0.48850 0.48850
1o1zA 1vc4A 0.62186 0.62620
1o1zA 1og0A 0.63724 0.62831
1o1zA 1o60A 0.62202 0.62202
1o5kA 1e0wA 0.53764 0.51874
1o60A 1brlB 0.58247 0.57623
1og0A 1xx1A 0.47675 0.51133
1pv8A 1yx1A 0.58302 0.58302
1qtwA 2i7gA 0.56299 0.63460
1qtwA 1f6yA 0.51027 0.61037
1qtwA 1z69A 0.57157 0.57157
1r3qA 2fliA 0.43874 0.48265
1r3qA 1tqjA 0.44405 0.47444
1r3qA 1twsA 0.50340 0.54982
1r3rA 2fliA 0.43716 0.48246
1r3rA 1twsA 0.50541 0.55023
1r3rA 1w8gA 0.41821 0.46841
1r3sA 2fliA 0.44190 0.48362
1r3vA 2fliA 0.43947 0.48248
1r3vA 1w8gA 0.41731 0.46291
1r3wA 2fliA 0.44160 0.48382
1rhcA 1fwnA 0.50943 0.55989
1rhcA 1gqnA 0.44768 0.51948
1rhcA 1t8xA 0.51628 0.55954
1rhcA 1fdjA 0.51768 0.54893
1rhcA 1vs1A 0.50765 0.53826
1rhcA 1zcoA 0.50644 0.50644
1rhcA 1f2jA 0.50972 0.55574
1rhcA 1to3A 0.48620 0.53508
1rhcA 1nal1 0.50580 0.50580
1rhcA 1lrtA 0.52607 0.53029
1rhcA 1eepA 0.50966 0.54401
1rhcA 1jqxA 0.51334 0.55893
1rv8A 1l6wA 0.50658 0.50658
1rv8A 1vpxA 0.48761 0.49497
1rv8A 1wx0A 0.50751 0.50751
1sfjA 1zp3A 0.63314 0.67644
1sfjA 2fmnA 0.63284 0.67636
1sflA 1b5tA 0.63721 0.68959
1sflA 1om0A 0.65106 0.65106
1sgjA 1mzhA 0.64187 0.67645
1sgjA 1ojxA 0.64089 0.64089
1sgjA 1oy0A 0.60178 0.60178
1sgjA 1ct5A 0.56293 0.58577
1sgjA 7odcA 0.59449 0.62104
1sgjA 1y0eA 0.63363 0.63363
1sgjA 1sflA 0.65659 0.65112
1sgjA 1n7kA 0.65209 0.66342
1sgjA 1gqnA 0.69002 0.69002
1sgjA 1wkeA 0.56852 0.67883
1so4A 1w5pA 0.66397 0.77123
1so6A 1qpnA 0.51266 0.56233
1so6A 2hs6A 0.73740 0.72417
1so6A 1p6bA 0.66734 0.70028
1ssdA 1xwyA 0.60067 0.60067
1sw0A 1xwyA 0.60368 0.60368
1sw3A 1xwyA 0.60451 0.60451
1sw3A 1twdA 0.59612 0.59381
1t8xA 1h1nA 0.64435 0.65563
1t8xA 1gzjA 0.63982 0.65058
1t8xA 1dorA 0.55924 0.65860
1t8xA 1i2pA 0.53985 0.58947
1t8xA 1f05A 0.54089 0.58782
1t8xA 2cwnA 0.53591 0.59156
1t8xA 1adoA 0.65160 0.64373
1t8xA 1vbjA 0.53786 0.59310
1ta3B 2guuA 0.57464 0.57464
1ta3B 1w54A 0.55268 0.58075
1thfD 1bd0A 0.58044 0.61198
1thfD 1gveA 0.59798 0.62216
1thfD 1l6fA 0.57712 0.60879
1tmhA 1wx0A 0.55543 0.55543
1tmhA 1l6wA 0.55632 0.60155
1tpb1 1twdA 0.59955 0.59955
1tpc1 1i2oA 0.51222 0.62447
1tph1 1xwyA 0.60820 0.60820
1tqjA 1klzA 0.74019 0.74019
1tqjA 2ftpA 0.69556 0.69786
1tqxA 1zp4A 0.65159 0.67859
1tr9A 1yxyA 0.43492 0.43492
1treA 1l6wA 0.56032 0.60232
1triA 1vpxA 0.56929 0.56929
1triA 1kv8A 0.63231 0.66611
1ttiA 1kv8A 0.61579 0.66184
1ttiA 1vpxA 0.57563 0.57563
1tvnA 1thfD 0.58544 0.58544
1twdA 1fwnA 0.68512 0.60577
1twdA 1lrnA 0.68569 0.66506
1twdA 1t8xA 0.68541 0.66530
1twdA 1hizA 0.66187 0.65301
1twdA 2fmnA 0.66885 0.67842
1u5hA 1m3uA 0.61861 0.61890
1u5hA 1ct5A 0.56923 0.59276
1u5hA 1rv8A 0.66528 0.66528
1u5vA 1m3uA 0.61652 0.61927
1u5vA 1xwyA 0.57751 0.65435
1u5vA 1losA 0.63154 0.63154
1u5vA 1wx0A 0.62644 0.64920
1u5vA 1mzrA 0.62428 0.62428
1u5vA 1wa3A 0.63427 0.63427
1u5vA 1tvnA 0.67319 0.67319
1u83A 1ct5A 0.55458 0.62130
1u83A 2j66A 0.54960 0.63283
1v5xA 1fwnA 0.75921 0.75278
1v77A 1wa3A 0.54882 0.57232
1v77A 1a5aA 0.54461 0.54067
1v77A 1g4pA 0.55528 0.55528
1v77A 1o60A 0.59031 0.59031
1v7yA 1i2rA 0.58722 0.58722
1v8eA 1yadA 0.62474 0.67362
1v93A 1gveB 0.61914 0.61914
1v93A 2bp1A 0.63711 0.63711
1v93A 1l6wA 0.51406 0.51406
1vbrA 1ezwA 0.54025 0.54025
1vcvA 1rd5A 0.64768 0.67450
1vh7A 1gveA 0.60599 0.64419
1vh7A 1yx1A 0.56259 0.61645
1vhcA 1vhnA 0.62614 0.66716
1vhcA 1wx0A 0.63606 0.67744
1vhcA 1ucwA 0.55801 0.67577
1vizA 1nvmA 0.66831 0.63085
1vizA 1izcA 0.62943 0.62943
1vizA 2hmcA 0.59188 0.66710
1vlwA 1wx0A 0.65935 0.65935
1vlwA 1v77A 0.53358 0.56401
1vpqA 1aw5A 0.61419 0.56923
1vpxA 1xuuA 0.63494 0.64152
1vpxA 1vlwA 0.63483 0.67157
1vpxA 1rd5A 0.64764 0.64764
1vpxA 1ujpA 0.57890 0.66330
1vpxA 1vliA 0.64609 0.64609
1vpxA 1u5hA 0.63405 0.63405
1vpxA 1u5vA 0.63489 0.63489
1vpyA 1aj0A 0.52027 0.62479
1vr6A 1rhcA 0.48969 0.48969
1vs1A 2bdqA 0.54968 0.54968
1vzwA 2nlyA 0.51273 0.60472
1vzwA 1yx1A 0.68629 0.68629
1w0mA 1o66A 0.53367 0.61004
1w0mA 1sgjA 0.65787 0.67658
1w17A 1n7kA 0.48702 0.48702
1w1a1 1n7kA 0.46941 0.49769
1w8gA 1kkoA 0.58899 0.61213
1w8gA 1zahA 0.61738 0.60468
1w8gA 1l6wA 0.54577 0.57723
1w8gA 1kbjA 0.59946 0.65306
1w8gA 1onrA 0.56402 0.61165
1w8gA 1aldA 0.61724 0.70644
1w8rA 2bdqA 0.57276 0.62643
1w8rA 2hmcA 0.55132 0.55132
1w8sA 2hmcA 0.55201 0.55201
1wa3A 1wx0A 0.66112 0.69144
1wa3A 1onrA 0.57427 0.70957
1wa3A 2hbvA 0.61843 0.61843
1wa3A 1i2pA 0.64857 0.70876
1wa3A 1i2rA 0.58582 0.70994
1wx0A 1rd5A 0.68760 0.68760
1x1zA 1vliA 0.70564 0.68698
1x1zA 1fwnA 0.71869 0.74625
1x1zA 1t8xA 0.71935 0.74581
1xbxA 1x1oA 0.51962 0.57141
1xbxA 2h9aA 0.73325 0.71401
1xbxA 1w5pA 0.65961 0.76994
1xcfA 2b7nA 0.50079 0.57259
1xcfA 1onrA 0.60578 0.60578
1xdlA 1zp3A 0.55727 0.58750
1xdlA 2fmnA 0.55682 0.55682
1xi3A 2cwnA 0.68128 0.69816
1xx1A 1g4eA 0.46016 0.52022
1xxxA 2fmnA 0.54657 0.54657
1xxxA 1tuxA 0.53913 0.57451
1y5vA 1l6wA 0.44378 0.44378
1yadA 1vpxA 0.66429 0.72103
1yadA 1xwyA 0.66548 0.70271
1yadA 1wx0A 0.69726 0.73791
1yadA 1jqxA 0.75175 0.77117
1yadA 1jubA 0.75277 0.75277
1yadA 2duaA 0.70130 0.66750
1yadA 2b4gA 0.75748 0.77229
1yadA 1qwgA 0.70658 0.77127
1yadA 2gzxA 0.64646 0.70029
1yadA 1w8gA 0.62194 0.67774
1yx1A 1nvmA 0.58615 0.64505
1yx1A 1j2wA 0.62153 0.62153
1yx1A 1xc4A 0.62514 0.62261
1yx1A 1kfcA 0.60853 0.60853
1yx1A 1o5qA 0.59048 0.62035
1yx1A 1pscA 0.62002 0.62336
1yx1A 1thfD 0.57105 0.57105
1yx1A 1v93A 0.60580 0.60580
1yx1A 1w37A 0.58865 0.58865
1yx1A 1oy0A 0.53426 0.53426
1yx1A 1o5kA 0.63642 0.63642
1yyaA 1vpxA 0.55358 0.55358
1yyaA 1wx0A 0.56136 0.56136
1z69A 1sfjA 0.46593 0.48827
1z69A 1sflA 0.47949 0.51888
1z69A 1gqnA 0.48194 0.52550
1z69A 1o66A 0.43690 0.47645
1z69A 1f6yA 0.45867 0.56538
1z69A 1o60A 0.44959 0.53457
1z69A 1twsA 0.45998 0.55610
1z6kA 1m3uA 0.61507 0.64699
1z6kA 1oy0A 0.59244 0.63112
1z6kA 1mzrA 0.61978 0.61978
1zahA 1rhcA 0.47836 0.47836
1zccA 1vc4A 0.56442 0.56615
1zccA 1km0A 0.56302 0.57197
1zccA 1a53A 0.55771 0.55771
1zp3A 2h8xA 0.61495 0.68086
1zp3A 2h8zA 0.61705 0.68404
1zp3A 1gveB 0.62444 0.63001
1zp3A 2gouA 0.61966 0.66946
1zp3A 1ozmA 0.54136 0.59075
1zp3A 1b30A 0.59540 0.62977
1zp3A 1gokA 0.59573 0.62971
1zp3A 2clpA 0.64106 0.64106
1zp3A 2hs8A 0.62383 0.66669
1zp4A 1vliA 0.55461 0.56555
1zp4A 1icpA 0.60018 0.65384
1zp4A 1hw6A 0.55236 0.55801
1zp4A 2hs6A 0.60876 0.61790
1zp4A 2gouA 0.61262 0.61258
1zp4A 1gvoA 0.61012 0.60621
1zp4A 1jpmA 0.50076 0.49842
2a0nA 1gveB 0.60406 0.62437
2a0nA 1k77A 0.61143 0.63288
2aamA 1w0mA 0.51798 0.55294
2agkA 1xxxA 0.65812 0.65812
2agkA 1m3uA 0.64231 0.64436
2agkA 1xm3A 0.60363 0.60363
2agkA 1xgeA 0.58638 0.58861
2b81A 1fwnA 0.44111 0.57113
2bnjA 2cwnA 0.55247 0.55247
2bnjA 1b4kA 0.57861 0.60816
2btmA 1vpxA 0.54802 0.54802
2btmA 2cw6A 0.65581 0.65581
2btmA 1wx0A 0.55516 0.55516
2bv9A 1gveB 0.59312 0.59312
2bv9A 1zsxA 0.58314 0.60530
2bv9A 1fbaA 0.59043 0.66940
2bv9A 1jgmA 0.53410 0.61260
2bv9A 1epxA 0.59689 0.59689
2bv9A 1zahA 0.59706 0.65311
2bv9A 1f2jA 0.59704 0.66783
2bv9A 1qrqA 0.57833 0.60035
2bv9A 1xgeA 0.55703 0.57379
2bv9A 1p6bA 0.58540 0.60610
2bv9A 1gveA 0.59161 0.59161
2bv9A 2a79A 0.58159 0.60105
2bv9A 1vs1A 0.56481 0.58676
2bv9A 1ojxA 0.55892 0.55843
2bv9A 2bp1A 0.59052 0.59052
2bv9A 1aw1A 0.55601 0.62273
2bv9A 1tmhA 0.55700 0.61305
2bvdA 1km0A 0.56663 0.57261
2bvdA 1gveA 0.60347 0.60347
2bvdA 2bp1A 0.60464 0.60464
2bvdA 1gveB 0.60564 0.63162
2bvdA 2c91A 0.60291 0.62777
2bvdA 2clpA 0.60115 0.60115
2bvdA 1dv7A 0.55049 0.55853
2bvdA 1losA 0.56031 0.55689
2bvdA 2bdqA 0.55096 0.55096
2bvdA 2a79A 0.58689 0.62077
2c13A 1so6A 0.45191 0.49309
2c71A 2h8zA 0.52594 0.57284
2c91A 1zp4A 0.57354 0.57354
2cipA 2bdqA 0.55464 0.55464
2cipA 1f76A 0.53882 0.60379
2cipA 1hw6A 0.56553 0.56611
2cipA 1gveA 0.60938 0.60938
2cipA 2bp1A 0.60996 0.60996
2cipA 2c91A 0.60721 0.60721
2cipA 1vrdA 0.56689 0.56504
2cipA 1dbtA 0.58173 0.58173
2cipA 2clpA 0.60633 0.60633
2cipA 1w8rA 0.57631 0.58740
2citA 1km0A 0.56749 0.56749
2citA 1dvjA 0.56658 0.56658
2citA 2bp1A 0.60751 0.62896
2citA 1klzA 0.56889 0.56675
2citA 1hw6A 0.56017 0.49363
2citA 1vrdA 0.56340 0.56340
2citA 1losA 0.56235 0.55675
2citA 1gveA 0.60638 0.62846
2citA 2c91A 0.60657 0.63003
2citA 2clpA 0.60489 0.62681
2citA 1dv7A 0.55082 0.54605
2citA 1twsA 0.55143 0.62038
2citA 2a79A 0.59037 0.63378
2citA 1eixA 0.56866 0.59067
2citA 1ynpA 0.56378 0.58765
2citA 1ydnA 0.59957 0.59957
2citA 1og6A 0.58456 0.58456
2dfaA 1m6jA 0.56143 0.60486
2dqwA 1k77A 0.59147 0.64070
2dqwA 1pz1A 0.60220 0.62891
2dqwA 1mnsA 0.57982 0.58496
2dqwA 2amxA 0.53282 0.65058
2dqwA 1vbjA 0.60775 0.60775
2dqwA 1pyfA 0.62676 0.65727
2f6uA 1nvmA 0.66042 0.66042
2f6uA 1so6A 0.62455 0.66936
2f6uA 1xcfA 0.56265 0.58659
2f6uA 1vpqA 0.56705 0.59434
2fjkA 1l6wA 0.50012 0.50012
2fjkA 1i2qA 0.48232 0.53815
2fjkA 1i2pA 0.48309 0.48309
2fjkA 1i2oA 0.48373 0.53826
2fjkA 1i2rA 0.48291 0.48291
2fjkA 1i2nA 0.48290 0.50730
2fjkA 1onrA 0.48361 0.48361
2fjkA 2cwnA 0.48773 0.51156
2fmnA 2hs8A 0.61903 0.65918
2fmnA 2bgnE 0.56223 0.60457
2fmnA 1q45A 0.60471 0.60471
2fmnA 1bxbA 0.55876 0.62353
2g0wA 2fmnA 0.57338 0.57338
2g0wA 1ujpA 0.55555 0.55972
2g0wA 1a4lA 0.60612 0.60612
2gzxA 1nvmA 0.60818 0.63072
2h8xA 1o60A 0.48582 0.49275
2h8zA 1o60A 0.48565 0.41575
2hcvA 1f07A 0.41861 0.41861
2hk0A 1m3uA 0.47433 0.47433
2hk0A 1zsxA 0.56700 0.59304
2hk0A 1gveB 0.57783 0.61832
2hk0A 1f07A 0.55195 0.55195
2i7gA 1klyA 0.48219 0.49568
2nlyA 1nvmA 0.54967 0.68416
1fw8A 1qpgA 0.76213 0.90859
1fw8A 1hdiA 0.79081 0.93532
1fw8A 1vjcA 0.79313 0.94753
1fw8A 1kf0A 0.79050 0.94319
1fw8A 1ltkA 0.74283 0.89812
1fw8A 1vpeA 0.67363 0.76988
1fw8A 1phpA 0.74917 0.90013
1fw8A 13pkA 0.65111 0.74782
1fw8A 2ie8A 0.71454 0.85867
1fw8A 1v6sA 0.74827 0.90058
1fw8A 1zmrA 0.71331 0.85936
1fw8A 2cunA 0.67301 0.78103
1fw8A 2pgkA 0.74990 0.89699
1fw8A 3pgkA 0.73260 0.87961
1al3A 2b4lA 0.58055 0.65966
1laxA 2b4lA 0.41132 0.41132
1twyA 2b4lA 0.51989 0.61324
1xs5A 2b4lA 0.55154 0.55154
2b4lA 1r9lA 0.59641 0.89281
2b4lA 1sw2A 0.57294 0.78873
2b4lA 1amfA 0.51042 0.60164
2b4lA 2o1mA 0.51549 0.57688
2b4lA 1sw1A 0.56260 0.77258
2b4lA 1atgA 0.49321 0.57043
2b4lA 2g29A 0.51957 0.58892
2b4lA 2i48A 0.53004 0.59137
2b4lA 1us4A 0.54798 0.63273
2b4lA 2hxrA 0.48823 0.56108
2nxoA 2b4lA 0.45180 0.53982
1fntA 9gacA 0.35025 0.50874
1fntA 9gaaA 0.41211 0.50837
1fntA 9gafA 0.41054 0.51835
1g0uD 9gacA 0.37004 0.54334
1g0uD 2a8lA 0.40792 0.54724
1g0uD 9gaaA 0.41645 0.54416
1g0uE 9gacA 0.43120 0.54503
1g0uF 9gaaA 0.40929 0.52519
1g0uF 9gacA 0.40848 0.52573
1g3iG 9gafA 0.45555 0.66032
1g3iG 9gaaA 0.45926 0.66402
1g65D 9gacA 0.40514 0.52389
1g65F 9gaaA 0.41069 0.52199
1g65F 9gacA 0.41410 0.52302
1g65F 1p4kA 0.41458 0.53980
1iruA 9gacA 0.38551 0.49915
1iruA 9gafA 0.39674 0.50986
1j2qA 9gacA 0.35436 0.50839
1j2qA 1p4kA 0.38780 0.52415
1kuuA 2a8lA 0.46081 0.60808
1m4yA 2gg0A 0.37427 0.44075
1nedA 2a8mA 0.49321 0.64661
1nedA 1p4kA 0.43821 0.66425
1nedA 2a8lA 0.49044 0.66155
1p4kA 1yauA 0.35563 0.39019
1p4kA 2imhA 0.37563 0.53169
1p4kA 1iruA 0.33614 0.44461
1p4kA 1yarA 0.35452 0.44629
1p4kA 1g0uF 0.35709 0.46011
1p4kA 1m4yA 0.31529 0.44261
1p4kA 1iruE 0.33948 0.46114
1p4kA 1g0uE 0.35986 0.46398
1p4kA 1iruF 0.35371 0.45847
1p4kA 2fhgH 0.36492 0.48313
1p4kA 1kuuA 0.34599 0.40003
1p4kA 1q5rH 0.36574 0.49292
1p4kA 2h6jH 0.36506 0.49220
1p4kA 1q5qA 0.33828 0.45246
1p4kA 1g3iG 0.30302 0.42867
1p4kA 1g65E 0.36015 0.46596
1p4kA 1j2qH 0.34887 0.46251
1pmaA 9gacA 0.43313 0.54238
1yauA 2a8lA 0.42836 0.54115
1yyfD 9gafA 0.48126 0.67591
9gaaA 1yarA 0.36750 0.45400
9gaaA 1iruF 0.36383 0.45775
9gaaA 1yauA 0.36844 0.45528
9gaaA 1iruA 0.34748 0.45201
9gaaA 1iruE 0.34159 0.46374
9gaaA 1m4yA 0.33159 0.46562
9gaaA 1q5qH 0.36146 0.50486
9gaaA 1g65D 0.36255 0.46497
9gaaA 2imhA 0.38801 0.43862
9gaaA 2fhgH 0.36116 0.50350
9gaaA 1g0uL 0.36954 0.47166
9gaaA 1g65G 0.37035 0.45369
9gaaA 1iruL 0.36782 0.48000
9gaaA 1e94A 0.31286 0.46577
9gaaA 1iruK 0.37050 0.47226
9gaaA 1ya7H 0.35927 0.48352
9gaaA 1g0uM 0.37484 0.48842
9gaaA 1q5qA 0.37580 0.45740
9gaaA 2h6jH 0.35823 0.50716
9gaaA 1q5rH 0.36601 0.50788
9gacA 1iruF 0.36644 0.36644
9gacA 1m4yA 0.32387 0.46545
9gacA 1q5qH 0.36510 0.50511
9gacA 1yarA 0.36177 0.45105
9gacA 2imhA 0.38727 0.55563
9gacA 1nedA 0.31140 0.45958
9gacA 1g3iG 0.31782 0.44566
9gacA 1e94A 0.31097 0.46229
9gacA 1kuuA 0.35868 0.41821
9gacA 2h6jH 0.36155 0.50609
9gacA 1q5rH 0.36472 0.50585
9gacA 1ya7H 0.34255 0.48056
9gacA 1g0uM 0.37483 0.48680
9gacA 1q5qA 0.37491 0.45752
9gafA 1g65F 0.36065 0.46774
9gafA 1iruF 0.35500 0.38980
9gafA 1pmaA 0.36037 0.39592
9gafA 1m4yA 0.31684 0.44961
9gafA 1yauA 0.35891 0.39478
9gafA 1g0uF 0.35979 0.46011
9gafA 1q5qH 0.37057 0.48927
9gafA 2imhA 0.37758 0.53828
9gafA 1yarA 0.35265 0.39126
9gafA 2fhgH 0.36880 0.48969
9gafA 1iruE 0.34194 0.46225
9gafA 1q5rH 0.37107 0.49747
9gafA 1nedA 0.30584 0.44480
9gafA 2h6jH 0.35015 0.49689
9gafA 1g0uM 0.36604 0.47720
9gafA 1q5qA 0.31790 0.45737
9gafA 1g0uE 0.36159 0.36159
9gafA 1ya7H 0.34893 0.46804
9gafA 1e94A 0.32289 0.44669
1blcA 1alqA 0.85235 0.98812
1blpA 1alqA 0.84675 0.98448
1bsgA 1alqA 0.75739 0.87935
1bueA 1alqA 0.76818 0.89429
1bzaA 1alqA 0.79106 0.90735
1djaA 1alqA 0.85057 0.98581
1djbA 1alqA 0.85482 0.99067
1dy6A 1alqA 0.76613 0.89170
1ghiA 1alqA 0.85453 0.99041
1hzoA 1alqA 0.77628 0.90073
1iysA 1alqA 0.78198 0.90263
1kgeA 1alqA 0.85474 0.99067
1kgfA 1alqA 0.85391 0.98965
1kggA 1alqA 0.85290 0.98875
1mblA 1alqA 0.81483 0.94908
1pioA 1alqA 0.84800 0.98370
1we4A 1alqA 0.78205 0.90258
1yltA 1alqA 0.77969 0.89893
1ylwA 1alqA 0.78120 0.90101
1yt4A 1alqA 0.77638 0.87947
2cc1A 1alqA 0.76320 0.88756
2gdnA 1alqA 0.76567 0.88875
4blmA 1alqA 0.81232 0.94660
121pA 1pujA 0.48763 0.71325
121pA 1htwA 0.39495 0.47413
1a0oA 1m8fA 0.42518 0.49174
1a0oA 1qq5A 0.50205 0.50421
1a0oA 1h1dA 0.56493 0.62484
1a2bA 1pujA 0.45876 0.66868
1a2bA 1fl9A 0.39052 0.46810
1a4rA 1pujA 0.45159 0.65098
1aa9A 1pujA 0.46076 0.67352
1ab5A 2hjvA 0.47211 0.57253
1ab5A 1fukA 0.49955 0.57435
1ab6A 1fukA 0.50025 0.58444
1agpA 1pujA 0.48817 0.71270
1agpA 1htwA 0.39248 0.45310
1agpA 1fl9A 0.39712 0.46315
1aiuA 1yd3A 0.29625 0.29625
1akqA 1yn9A 0.41292 0.53792
1akqA 1fpzA 0.41159 0.48691
1akqA 1vhrA 0.34599 0.48161
1akqA 1rz3A 0.38459 0.38459
1akrA 1yn9A 0.38611 0.54395
1akrA 1fpzA 0.40948 0.47572
1aktA 1qgeD 0.39531 0.49798
1aktA 1fpzA 0.40970 0.47831
1akwA 1yn9A 0.38542 0.54348
1akwA 1vhrA 0.34093 0.49036
1akwA 1qgeD 0.39645 0.49782
1am4D 1pujA 0.46184 0.67698
1an0A 1pujA 0.45596 0.65521
1asuA 1cp7A 0.35880 0.35880
